school_name,state,level,ownership,student_count,teacher_count,latitude,longitude,ward_code,address
Koko Yobile Primary School,AD,Primary,Public,,,9.056404,11.752088,ADSMWA01,"Koko Yobile Primary School, AD State, Nigeria"
Mbamba Primary School,AD,Primary,Public,,,10.321904,13.307142,ADSMUB10,"Mbamba Primary School, AD State, Nigeria"
Zion Bissa Primary School,AD,Primary,Public,,,9.026837,11.857768,ADSMWA06,"Zion Bissa Primary School, AD State, Nigeria"
Agape Nursery and Primary School Michika,AD,Primary,Private,,,10.632503,13.391513,ADSMCH07,"Agape Nursery and Primary School Michika, AD State, Nigeria"
Precious Child Nursery and Primary School,AD,Primary,Private,,,9.426101,12.138007,ADSDSA03,"Precious Child Nursery and Primary School, AD State, Nigeria"
Bappare Primary School,AD,Primary,Public,,,9.22712,12.71627,ADSFUR03,"Bappare Primary School, AD State, Nigeria"
Al Iman Islamiya Nursery School,AD,Primary,Private,,,10.229088,12.922185,ADSHNG06,"Al Iman Islamiya Nursery School, AD State, Nigeria"
Hosere Primary School,AD,Primary,Public,,,9.369435,12.194017,ADSDSA03,"Hosere Primary School, AD State, Nigeria"
Yelwa Primary School,AD,Primary,Public,,,10.274131,13.252932,ADSMUB11,"Yelwa Primary School, AD State, Nigeria"
Ihyaus Sunnah Islamiyya Primary Song,AD,Primary,Faith Based,,,9.823385,12.622858,ADSSNG07,"Ihyaus Sunnah Islamiyya Primary Song, AD State, Nigeria"
Young Usolo Primary School,AD,Primary,Public,,,9.584025,11.999941,ADSNUM01,"Young Usolo Primary School, AD State, Nigeria"
Wuro Patuji Primary School,AD,Primary,Public,,,10.266668,13.284721,ADSGYL04,"Wuro Patuji Primary School, AD State, Nigeria"
Colonel Isa Ahmad Memorial Primary School,AD,Primary,Private,,,9.261922,12.45879,ADSYLN01,"Colonel Isa Ahmad Memorial Primary School, AD State, Nigeria"
Hildi B Primary School Mukuvinyi,AD,Primary,Public,,,10.406851,13.169537,ADSHNG05,"Hildi B Primary School Mukuvinyi, AD State, Nigeria"
Basule Primary School,AD,Primary,Public,,,8.582167,11.885232,ADSGAN10,"Basule Primary School, AD State, Nigeria"
Gangrang Primary School,AD,Primary,Public,,,10.111274,12.485919,ADSGMB03,"Gangrang Primary School, AD State, Nigeria"
Maksha Primary School,AD,Primary,Public,,,10.067915,13.180793,ADSMAH06,"Maksha Primary School, AD State, Nigeria"
Fodiya Nursery and Primary School,AD,Primary,Private,,,9.27482,12.459127,ADSYLN01,"Fodiya Nursery and Primary School, AD State, Nigeria"
Goni Bello Islamic Education Centre,AD,Primary,Private,,,10.261597,13.277552,ADSGYL09,"Goni Bello Islamic Education Centre, AD State, Nigeria"
Mararaba Gumbi,AD,Primary,Public,,,10.150162,12.735781,ADSGMB07,"Mararaba Gumbi, AD State, Nigeria"
Nyeba Primary School,AD,Primary,Public,,,8.629447,12.463492,ADSJAD06,"Nyeba Primary School, AD State, Nigeria"
Koko Primary School,AD,Primary,Public,,,9.449394,11.798105,ADSNUM10,"Koko Primary School, AD State, Nigeria"
Abba Kumbo Primary School,AD,Primary,Public,,,9.395173,12.831494,ADSFUR10,"Abba Kumbo Primary School, AD State, Nigeria"
Zauna Bako Primary School,AD,Primary,Public,,,9.714436,12.190886,ADSSHG08,"Zauna Bako Primary School, AD State, Nigeria"
Garandiya Nomadic Primary School,AD,Primary,Public,,,9.146524,12.540305,ADSYLA06,"Garandiya Nomadic Primary School, AD State, Nigeria"
Sabon Dale Nursery and Primary School,AD,Primary,Private,,,10.252947,13.277256,ADSGYL09,"Sabon Dale Nursery and Primary School, AD State, Nigeria"
Sukufu Primary School Sukufu,AD,Primary,Public,,,10.48377,13.3758,ADSMCH16,"Sukufu Primary School Sukufu, AD State, Nigeria"
Garaha Dutse Primary School,AD,Primary,Public,,,10.401074,12.889207,ADSHNG03,"Garaha Dutse Primary School, AD State, Nigeria"
Guyuk I Primary School Guyuk,AD,Primary,Public,,,9.900053,11.904991,ADSGUY07,"Guyuk I Primary School Guyuk, AD State, Nigeria"
Yubango Primary School,AD,Primary,Public,,,9.126423,12.172531,ADSMWA09,"Yubango Primary School, AD State, Nigeria"
Garari Primary School,AD,Primary,Public,,,10.112592,13.077126,ADSHNG07,"Garari Primary School, AD State, Nigeria"
Lukpaga Primary School,AD,Primary,Public,,,9.294319,12.009862,ADSDSA10,"Lukpaga Primary School, AD State, Nigeria"
Bright Way Nursery and Primary School,AD,Primary,Private,,,10.203055,12.988357,ADSHNG01,"Bright Way Nursery and Primary School, AD State, Nigeria"
Kwabwol Primary School,AD,Primary,Public,,,10.07018,13.110214,ADSMAH05,"Kwabwol Primary School, AD State, Nigeria"
St Rita Cri Academy,AD,Primary,Faith Based,,,9.259727,12.43832,ADSYLN06,"St Rita Cri Academy, AD State, Nigeria"
Kugama Primary School,AD,Primary,Public,,,9.113425,11.90169,ADSMWA04,"Kugama Primary School, AD State, Nigeria"
Ldaba Primary School,AD,Primary,Public,,,10.568893,13.326739,ADSMCH01,"Ldaba Primary School, AD State, Nigeria"
Anglican Nursery and Primary School,AD,Primary,Private,,,8.763462,12.152475,ADSJAD02,"Anglican Nursery and Primary School, AD State, Nigeria"
Nurul Yakin Islamiya,AD,Primary,Private,,,9.191777,12.480496,ADSYLA03,"Nurul Yakin Islamiya, AD State, Nigeria"
Ngilan Primary School,AD,Primary,Public,,,9.979668,13.094977,ADSMAH08,"Ngilan Primary School, AD State, Nigeria"
Timyam Primary School,AD,Primary,Public,,,8.572101,11.912784,ADSGAN10,"Timyam Primary School, AD State, Nigeria"
Nyibango Primary School,AD,Primary,Public,,,8.534643,12.109838,ADSJAD10,"Nyibango Primary School, AD State, Nigeria"
Pilot Primary School,AD,Primary,Public,,,10.1505034,12.4330331,ADSGMB03,"Pilot Primary School, AD State, Nigeria"
Tassala Primary School,AD,Primary,Public,,,9.4999,12.146216,ADSDSA09,"Tassala Primary School, AD State, Nigeria"
Dougirei Primary School,AD,Primary,Public,,,9.260019,12.475242,ADSYLN04,"Dougirei Primary School, AD State, Nigeria"
Timbilla Primary School,AD,Primary,Public,,,7.974303,11.640702,ADSTNG02,"Timbilla Primary School, AD State, Nigeria"
Bari Primary School,AD,Primary,Public,,,8.460425,12.216338,ADSGAN06,"Bari Primary School, AD State, Nigeria"
Jebre Primary School,AD,Primary,Public,,,10.153647,12.346509,ADSGMB01,"Jebre Primary School, AD State, Nigeria"
Baptist Primary School,AD,Primary,Faith Based,,,10.419667,13.398572,ADSMUB07,"Baptist Primary School, AD State, Nigeria"
Zekun Primary School Opalo,AD,Primary,Public,,,9.513686,11.897304,ADSLMR07,"Zekun Primary School Opalo, AD State, Nigeria"
St Pius Catholic Primary Nusery,AD,Primary,Private,,,10.3282,13.31132,ADSMUB10,"St Pius Catholic Primary Nusery, AD State, Nigeria"
Migzil Primary School,AD,Primary,Public,,,10.32869,13.08266,ADSHNG08,"Migzil Primary School, AD State, Nigeria"
Korowa Primary School,AD,Primary,Public,,,9.039024,12.12949,ADSFUR06,"Korowa Primary School, AD State, Nigeria"
Mairanawo Primary School,AD,Primary,Public,,,10.020727,12.944218,ADSHNG02,"Mairanawo Primary School, AD State, Nigeria"
Mubi II Primary School,AD,Primary,Public,,,10.263008,13.259013,ADSGYL06,"Mubi II Primary School, AD State, Nigeria"
Ganglamja Primary School,AD,Primary,Public,,,8.8438,11.954218,ADSMWA06,"Ganglamja Primary School, AD State, Nigeria"
Sengere Philemon Primary B,AD,Primary,Public,,,10.2505437,13.0157884,ADSHNG01,"Sengere Philemon Primary B, AD State, Nigeria"
Bakari Goso Primary School I,AD,Primary,Public,,,8.527915,12.277097,ADSGAN01,"Bakari Goso Primary School I, AD State, Nigeria"
Pwakalda Primary School,AD,Primary,Public,,,9.7204243,11.8840514,ADSGUY06,"Pwakalda Primary School, AD State, Nigeria"
Kola III Primary School,AD,Primary,Public,,,9.71031,11.936243,ADSGUY08,"Kola III Primary School, AD State, Nigeria"
Sanjo Primary School,AD,Primary,Public,,,8.488776,11.94089,ADSGAN09,"Sanjo Primary School, AD State, Nigeria"
Kubbi Lissabi Primary School,AD,Primary,Public,,,8.627386,11.861387,ADSGAN10,"Kubbi Lissabi Primary School, AD State, Nigeria"
Naguma Primary School,AD,Primary,Public,,,8.615894,12.048555,ADSJAD01,"Naguma Primary School, AD State, Nigeria"
Tali Primary School,AD,Primary,Public,,,8.799609,12.484532,ADSFUR05,"Tali Primary School, AD State, Nigeria"
Evengel accademy,AD,Primary,Private,,,10.270264,13.256876,ADSMUB11,"Evengel accademy, AD State, Nigeria"
Community Nursery and Primary School,AD,Primary,Private,,,9.296273,12.23467,ADSYLA09,"Community Nursery and Primary School, AD State, Nigeria"
Bare Primary School,AD,Primary,Public,,,9.61298,12.050311,ADSNUM01,"Bare Primary School, AD State, Nigeria"
Yeskule Girls Nursery and Primary School,AD,Primary,Public,,,10.626099,13.385667,ADSMCH07,"Yeskule Girls Nursery and Primary School, AD State, Nigeria"
St Theresa Cri Upper Luggere,AD,Primary,Private,,,9.271376,12.447156,ADSYLN08,"St Theresa Cri Upper Luggere, AD State, Nigeria"
Gwassala Primary School,AD,Primary,Public,,,9.491643,12.133464,ADSDSA06,"Gwassala Primary School, AD State, Nigeria"
Butoni Primary School Butoni,AD,Primary,Public,,,9.62182,11.667,ADSLMR06,"Butoni Primary School Butoni, AD State, Nigeria"
Sebore Primary School,AD,Primary,Private,,,10.249134,13.278134,ADSGYL09,"Sebore Primary School, AD State, Nigeria"
Bosso Nomadic Primary School,AD,Primary,Public,,,9.577304,12.14533,ADSDSA07,"Bosso Nomadic Primary School, AD State, Nigeria"
Upper Benue Staff School,AD,Primary,Private,,,9.672425,12.016162,ADSSHG07,"Upper Benue Staff School, AD State, Nigeria"
Hamman Yero Islamic Academy,AD,Primary,Private,,,9.054434,12.061343,ADSMWA08,"Hamman Yero Islamic Academy, AD State, Nigeria"
Sangere Bode Primary School,AD,Primary,Public,,,9.292006,12.344013,ADSYLA08,"Sangere Bode Primary School, AD State, Nigeria"
Improved Education School and Computer Library,AD,Primary,Private,,,9.223017,12.645869,ADSFUR03,"Improved Education School and Computer Library, AD State, Nigeria"
Sabon Gari Primary School,AD,Primary,Public,,,9.42777,12.077716,ADSDSA06,"Sabon Gari Primary School, AD State, Nigeria"
Jamtari Primary School,AD,Primary,Public,,,9.560493,13.167377,ADSMAH01,"Jamtari Primary School, AD State, Nigeria"
Madarasatul Suleiman Ribado Litaalimul Awladi Alnisai,AD,Primary,Private,,,9.2863649,12.4458486,ADSYLN03,"Madarasatul Suleiman Ribado Litaalimul Awladi Alnisai, AD State, Nigeria"
Nonye Primary School,AD,Primary,Public,,,9.387262,11.936872,ADSDSA05,"Nonye Primary School, AD State, Nigeria"
Mayo Zamba Primary School,AD,Primary,Public,,,10.187603,12.604183,ADSGMB09,"Mayo Zamba Primary School, AD State, Nigeria"
Kulinyi Primary,AD,Primary,Public,,,10.188275,13.051636,ADSHNG07,"Kulinyi Primary, AD State, Nigeria"
Anwarrudeen Nursery and Primary School,AD,Primary,Private,,,9.282684,12.458498,ADSYLN07,"Anwarrudeen Nursery and Primary School, AD State, Nigeria"
Murke Primary School,AD,Primary,Public,,,9.653115,12.559168,ADSSNG08,"Murke Primary School, AD State, Nigeria"
Dodo Memorial Primary School,AD,Primary,Private,,,10.058079,13.183713,ADSMAH06,"Dodo Memorial Primary School, AD State, Nigeria"
Dolumu Primary School,AD,Primary,Public,,,10.4307389,13.0503207,ADSHNG04,"Dolumu Primary School, AD State, Nigeria"
Wuro Yolde Primary School,AD,Primary,Public,,,9.450556,12.079547,ADSDSA06,"Wuro Yolde Primary School, AD State, Nigeria"
Boloko Primary School,AD,Primary,Public,,,9.567464,12.745517,ADSFUR10,"Boloko Primary School, AD State, Nigeria"
Tola Jabu Primary School,AD,Primary,Public,,,8.765907,11.926856,ADSMWA11,"Tola Jabu Primary School, AD State, Nigeria"
Ludga Primary,AD,Primary,Public,,,9.972902,13.282241,ADSMAH04,"Ludga Primary, AD State, Nigeria"
Gelend Primary School,AD,Primary,Public,,,9.684837,12.728147,ADSSNG05,"Gelend Primary School, AD State, Nigeria"
Central Primary School Fufore,AD,Primary,Public,,,9.223359,12.654405,ADSFUR03,"Central Primary School Fufore, AD State, Nigeria"
Giwa Bula Primary School Giwa Bula,AD,Primary,Public,,,10.84326,13.45149,ADSMDG03,"Giwa Bula Primary School Giwa Bula, AD State, Nigeria"
Wuro Yanka III Primary School,AD,Primary,Public,,,9.296208,12.242573,ADSYLA09,"Wuro Yanka III Primary School, AD State, Nigeria"
Mayo Gbagbag Primary School,AD,Primary,Public,,,8.074722,12.065377,ADSTNG09,"Mayo Gbagbag Primary School, AD State, Nigeria"
Yaruwi Primary School,AD,Primary,Public,,,9.057211,11.782616,ADSMWA01,"Yaruwi Primary School, AD State, Nigeria"
Lugzo Primary School,AD,Primary,Public,,,9.024534,12.418432,ADSFUR09,"Lugzo Primary School, AD State, Nigeria"
Mubako Primary School,AD,Primary,Public,,,9.577059,12.998158,ADSFUR02,"Mubako Primary School, AD State, Nigeria"
Tena Primary School,AD,Primary,Public,,,10.136766,12.198856,ADSGMB10,"Tena Primary School, AD State, Nigeria"
Koika Primary School,AD,Primary,Public,,,9.198979,12.477524,ADSYLA02,"Koika Primary School, AD State, Nigeria"
Calvary Baptist School,AD,Primary,Private,,,9.911881,11.938433,ADSGUY07,"Calvary Baptist School, AD State, Nigeria"
Primary School Kankil,AD,Primary,Public,,,10.5991,13.28327,ADSMCH04,"Primary School Kankil, AD State, Nigeria"
Vimtim Nursery School,AD,Primary,Public,,,10.346895,13.324719,ADSMUB10,"Vimtim Nursery School, AD State, Nigeria"
Bazza Demonstration Primary School,AD,Primary,Public,,,10.556638,13.317793,ADSMCH12,"Bazza Demonstration Primary School, AD State, Nigeria"
Kwafara Primary School,AD,Primary,Public,,,9.318366,11.824753,ADSDSA08,"Kwafara Primary School, AD State, Nigeria"
Lakan Primary School,AD,Primary,Public,,,9.538756,11.642568,ADSLMR09,"Lakan Primary School, AD State, Nigeria"
Beti Bappawo Primary School,AD,Primary,Public,,,9.111853,12.668974,ADSFUR01,"Beti Bappawo Primary School, AD State, Nigeria"
Model Quranic Primary School,AD,Primary,Public,,,9.058487,12.052975,ADSMWA08,"Model Quranic Primary School, AD State, Nigeria"
Bebe Primary School,AD,Primary,Public,,,10.266127,12.613496,ADSGMB09,"Bebe Primary School, AD State, Nigeria"
Hanuzuwa Nomadic Primary School,AD,Primary,Public,,,9.376442,12.580969,ADSGRE10,"Hanuzuwa Nomadic Primary School, AD State, Nigeria"
Dingam Primary School,AD,Primary,Public,,,10.100866,12.206726,ADSGMB10,"Dingam Primary School, AD State, Nigeria"
Sabo Pegin Pilot Primary School,AD,Primary,Public,,,10.268878,13.251262,ADSGYL06,"Sabo Pegin Pilot Primary School, AD State, Nigeria"
Sikalmi Central,AD,Primary,Public,,,10.4238401,12.9700029,ADSHNG04,"Sikalmi Central, AD State, Nigeria"
Lamza II Primary School,AD,Primary,Public,,,9.824343,11.862479,ADSGUY05,"Lamza II Primary School, AD State, Nigeria"
Danaba I Primary School,AD,Primary,Public,,,8.571903,12.052836,ADSJAD01,"Danaba I Primary School, AD State, Nigeria"
Gangsifa Primary School,AD,Primary,Public,,,8.688844,11.928384,ADSMWA03,"Gangsifa Primary School, AD State, Nigeria"
Huda Primary School,AD,Primary,Public,,,10.136621,13.419805,ADSGYL08,"Huda Primary School, AD State, Nigeria"
Teh Primary School,AD,Primary,Public,,,9.965634,11.844614,ADSGUY02,"Teh Primary School, AD State, Nigeria"
Madrasatul Misbahudeen,AD,Primary,Private,,,10.274397,13.270535,ADSMUB09,"Madrasatul Misbahudeen, AD State, Nigeria"
Sabon Gari Nomadic School,AD,Primary,Public,,,9.853369,13.217364,ADSMAH08,"Sabon Gari Nomadic School, AD State, Nigeria"
Alhiyau Iptidaiya,AD,Primary,Private,,,9.579279,12.915896,ADSFUR02,"Alhiyau Iptidaiya, AD State, Nigeria"
Betso Mango,AD,Primary,Public,,,10.502502,13.347985,ADSMUB02,"Betso Mango, AD State, Nigeria"
Dahai Primary School,AD,Primary,Public,,,10.191755,12.640126,ADSGMB09,"Dahai Primary School, AD State, Nigeria"
Lutheran Church of Christ Nigeria Nursery and Primary School Bangshika,AD,Primary,Faith Based,,,10.203044,12.990297,ADSHNG01,"Lutheran Church of Christ Nigeria Nursery and Primary School Bangshika, AD State, Nigeria"
Sukur Daurawa,AD,Primary,Public,,,10.88457,13.601757,ADSMDG01,"Sukur Daurawa, AD State, Nigeria"
Sapeo Primary School,AD,Primary,Public,,,8.45345,12.382611,ADSJAD11,"Sapeo Primary School, AD State, Nigeria"
Dalatu Nursery and Primary School,AD,Primary,Private,,,10.175554,12.884769,ADSHNG02,"Dalatu Nursery and Primary School, AD State, Nigeria"
Gangjari Primary School,AD,Primary,Public,,,8.538807,11.916129,ADSGAN10,"Gangjari Primary School, AD State, Nigeria"
Sandom Normadic Primary School,AD,Primary,Public,,,8.428854,11.938204,ADSGAN05,"Sandom Normadic Primary School, AD State, Nigeria"
Gijaro Primary School,AD,Primary,Public,,,9.003575,12.171409,ADSMWA07,"Gijaro Primary School, AD State, Nigeria"
Dagiyo Primary Schooloool,AD,Primary,Public,,,9.513254,12.302424,ADSGRE03,"Dagiyo Primary Schooloool, AD State, Nigeria"
Fombinare Wuro Kesum Primary School,AD,Primary,Public,,,9.0849033,12.8807033,ADSFUR04,"Fombinare Wuro Kesum Primary School, AD State, Nigeria"
Damilu I Primary School,AD,Primary,Public,,,9.270765,12.418332,ADSYLN05,"Damilu I Primary School, AD State, Nigeria"
Futuhul Islam Primary School,AD,Primary,Private,,,8.62648,12.382885,ADSJAD11,"Futuhul Islam Primary School, AD State, Nigeria"
Dildar Primary School,AD,Primary,Public,,,10.062492,13.023272,ADSHNG07,"Dildar Primary School, AD State, Nigeria"
Tarbiyatul Islamiya,AD,Primary,Private,,,10.267227,13.256353,ADSGYL06,"Tarbiyatul Islamiya, AD State, Nigeria"
Kapi Primary School,AD,Primary,Public,,,9.241485,12.631801,ADSFUR03,"Kapi Primary School, AD State, Nigeria"
Sentere Tuma Primary School,AD,Primary,Public,,,9.93872,12.521646,ADSSNG03,"Sentere Tuma Primary School, AD State, Nigeria"
El Shadai Nursery and Primary,AD,Primary,Private,,,9.266914,12.439934,ADSYLN06,"El Shadai Nursery and Primary, AD State, Nigeria"
Ngongre Belel Road Primary School,AD,Primary,Public,,,9.1101049,12.8877703,ADSFUR04,"Ngongre Belel Road Primary School, AD State, Nigeria"
Bokken Primary School,AD,Primary,Public,,,10.000475,13.24734,ADSMAH04,"Bokken Primary School, AD State, Nigeria"
Sabon Gari Primary School,AD,Primary,Public,,,9.572855,11.794115,ADSLMR04,"Sabon Gari Primary School, AD State, Nigeria"
Maradi Primary School,AD,Primary,Public,,,10.784615,13.371434,ADSMDG05,"Maradi Primary School, AD State, Nigeria"
Sandoka Primary School,AD,Primary,Public,,,8.422321,12.080233,ADSGAN08,"Sandoka Primary School, AD State, Nigeria"
Gidan Rimi Primary School,AD,Primary,Public,,,9.314643,11.816912,ADSDSA08,"Gidan Rimi Primary School, AD State, Nigeria"
Model Primary School Fce,AD,Primary,Public,,,9.253503,12.47016,ADSYLN04,"Model Primary School Fce, AD State, Nigeria"
Doma Primary School,AD,Primary,Public,,,10.026974,11.965353,ADSGUY03,"Doma Primary School, AD State, Nigeria"
Kissa Primary School,AD,Primary,Public,,,10.110853,13.29997,ADSGYL05,"Kissa Primary School, AD State, Nigeria"
Nafori Primary School,AD,Primary,Public,,,9.260236,12.797737,ADSFUR08,"Nafori Primary School, AD State, Nigeria"
Farangvan Primary School,AD,Primary,Public,,,8.749496,12.046282,ADSJAD09,"Farangvan Primary School, AD State, Nigeria"
Bello Petel,AD,Primary,Public,,,8.521128,12.360116,ADSJAD11,"Bello Petel, AD State, Nigeria"
Army Children,AD,Primary,Public,,,9.234738,12.421635,ADSYLN06,"Army Children, AD State, Nigeria"
Mtsoki Vwa Primary School Mtsoki Vwa,AD,Primary,Public,,,10.56454,13.45118,ADSMCH02,"Mtsoki Vwa Primary School Mtsoki Vwa, AD State, Nigeria"
Senator Mahmoud Waziri Memorial Academy Jabbi Hubbare,AD,Primary,Private,,,9.2109866,12.4776103,ADSYLA05,"Senator Mahmoud Waziri Memorial Academy Jabbi Hubbare, AD State, Nigeria"
Eyn Primary,AD,Primary,Faith Based,,,9.301489,12.475047,ADSGRE02,"Eyn Primary, AD State, Nigeria"
Dongo Primary School,AD,Primary,Public,,,10.234757,12.734807,ADSGMB08,"Dongo Primary School, AD State, Nigeria"
